ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2021,2008,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,88.0,666.0,14.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Masculino,9.2,5.0,5.1,12.0,5.7,,7.7730935185,6.361,7.5595,Não,3.5,Escola Pública,7.5,7.5,6.417,5.0,4.0,nan,Ametista,Ametista,Ágata,Ágata,nan,6.8,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não atendido,K,6.361,nan,0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
"202100,00%",,,0,Cursando,Avaliador-15,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 2 (5° e 6° ano),Masculino,9.5,5.0,8.8,10.0,10.0,,9.0,7.713,8.956,nan,6.7,Pública,8.8,7.5,8.4,9.5,2.0,nan,Ametista,Topázio,Topázio,Ametista,Topázio,8.0,nan,nan,,,nan,1K,9.0,nan,0,0.0,2.0,3.0,3.0,2.0,3.0,0.0
"202400,00%",,,0,Cursando,Avaliador-19,Avaliador-5,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Leonice de Aquino Oliveira,2.0,Fase 3 (7° e 8° ano),Feminino,10.0,5.0,2.8,12.0,9.3,,7.0,7.306,7.5595,nan,6.7,Pública,7.5,7.5,7.3,0.5,3.0,nan,Ametista,Agata,nan,nan,nan,5.0,nan,nan,,,nan,2C,7.0,nan,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Concluiu o 3º EM,2.0,Fase 8 (Universitários),Feminino,8.8,10.0,8.0,12.0,8.7,,7.7730935185,7.306,8.027,nan,10.0,Concluiu o 3º EM,7.5,7.5,7.5875,7.0,0.0,nan,Ametista,nan,nan,nan,Topázio,7.0,nan,nan,,,nan,8F,8.027,nan,1,0.0,2.0,0.0,0.0,0.0,3.0,0.0
"202300,00%",,,0,Cursando,Avaliador-22,Avaliador-23,Avaliador-26,Avaliador-5,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Alexandre Rodrigues Nogueira,2.0,Fase 3 (7° e 8° ano),Masculino,9.6,10.0,6.3,14.0,7.6,,8.0,7.306,7.844,nan,8.0,Pública,7.8,7.5,7.4,3.5,4.0,nan,Ametista,Ametista,nan,nan,Ametista,7.5,nan,nan,,,nan,3D,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2023,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,0.0,5.0,7.8,12.0,8.5,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.5,7.5,10.01,8.3,2.0,nan,Ametista,Ametista,nan,nan,nan,7.2,nan,nan,nan,nan,nan,ALFA T - G2/G3,7,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2019,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,9.2,10.0,7.2,12.0,8.1,8,7.7730935185,7.834,7.5595,nan,7.5,Pública,8.0,6.3,7.17,8.2,4.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,6.0,nan,nan,nan,nan,nan,3B,8,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
"202300,00%",,,0,,Avaliador-19,Avaliador-4,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,0.0,5.0,5.5,11.0,7.2,6,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.3,7.5,7.276666667,6.0,3.0,nan,Quartzo,Ametista,nan,nan,nan,5.0,nan,nan,nan,nan,nan,1J,6,nan,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,Avaliador-5,nan,67.0,430.5,6.0,-2.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 6 (2° EM),Masculino,8.8,5.0,8.0,12.0,9.8,,7.944430952,7.131,7.549,nan,9.5,Pública,7.8,6.9,7.7,6.5,5.0,Ágata,Ametista,Ametista,Ágata,Ametista,Ametista,8.0,nan,nan,,,nan,4N,7.944430952,Ágata,0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
"202200,00%",,,0,Cursando,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EM Cecilia Cristina de Oliveira Rodrigues,2.0,Fase 4 (9° ano),Feminino,8.3,10.0,3.3,14.0,9.6,,7.0,7.94,7.727,nan,2.0,Pública,7.3,7.5,7.2,2.0,4.0,nan,Ametista,Ametista,nan,Ametista,Ametista,6.0,nan,nan,,,nan,4L,7.0,nan,1,0.0,2.0,2.0,0.0,2.0,2.0,0.0
2019,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,0.0,10.0,4.3,13.0,7.3,6,7.7730935185,7.075,7.5595,nan,2.8,Pública,7.3,2.5,7.4225,5.3,4.0,Ametista,Quartzo,Ametista,Ágata,Ametista,nan,4.8,nan,nan,nan,nan,nan,3C,6,Ametista,1,2.0,0.0,2.0,1.0,2.0,0.0,2.0
"202400,00%",,,0,Cursando,Avaliador-21,Avaliador-20,Avaliador-26,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 5 (1° EM),Feminino,9.2,5.0,7.5,15.0,9.8,,8.0,7.306,7.5595,nan,8.5,Pública,7.7,7.5,8.4,7.5,3.0,nan,Ametista,Topázio,nan,nan,nan,6.5,nan,nan,,,nan,4C,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"201900,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 5 (1° EM),Feminino,8.8,5.0,5.2,12.0,9.0,7,7.7730935185,6.34,7.5595,nan,4.2,Pública,7.8,2.5,8.0425,5.0,4.0,Quartzo,Agata,Ametista,Quartzo,Ágata,nan,6.3,nan,nan,nan,nan,nan,3M,7,Quartzo,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2022,2009,,0,,Avaliador-6,Avaliador-30,Avaliador-31,nan,,,98.0,708.0,10.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,5.4,10.0,5.3,12.0,5.4,,7.7730935185,6.1,7.5595,Não,8.3,Escola Pública,7.5,5.0,6.0,4.3,3.0,nan,Ametista,Ametista,nan,Ágata,nan,3.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,N,6.1,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202200,00%",,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,10.0,5.0,7.3,9.0,9.0,8,7.7730935185,7.484,7.5595,nan,6.7,Pública,5.6,7.5,8.425,7.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,7.3,nan,nan,nan,nan,nan,ALFA O - G2/G3,8,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2022,,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-17,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 4 (9° ano),Masculino,8.8,5.0,7.7,12.0,9.0,,8.0,7.836,8.283,nan,7.5,Pública,7.9,8.1,7.1,8.5,4.0,nan,Ametista,Ametista,nan,Ametista,Topázio,7.0,nan,nan,,,nan,3I,8.0,nan,0,0.0,2.0,2.0,0.0,2.0,3.0,0.0
2023,,,0,Cursando,Avaliador-21,Avaliador-7,Avaliador-10,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 2 (5° e 6° ano),Feminino,8.8,10.0,5.7,12.0,8.3,,8.0,7.306,8.382,nan,7.0,Pública,8.1,7.5,6.8,5.0,3.0,nan,Ametista,Ametista,nan,nan,Topázio,5.0,nan,nan,,,nan,3K,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,3.0,0.0
2023,,,0,Cursando,Avaliador-14,Avaliador-3,Avaliador-15,nan,nan,nan,67.0,430.5,6.0,-2.0,nan,nan,nan,EE Olivia de Faria Nogueira,2.0,Fase 3 (7° e 8° ano),Masculino,8.0,5.0,7.5,12.0,7.1,,7.0,7.306,6.416,nan,6.7,Pública,6.9,5.6,8.4,6.0,3.0,nan,Ametista,Ametista,nan,nan,Agata,9.0,nan,nan,,,nan,1B,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
2021,2013,,0,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,29.0,124.0,4.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 1 (4º ano),Feminino,8.5,10.0,8.0,12.0,8.9,,7.7730935185,8.072,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.556,7.8,3.0,nan,Ametista,Ametista,Topázio,Topázio,nan,8.2,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B,8.072,nan,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0
2019,,,0,,Avaliador-24,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 7 (3° EM),Feminino,5.8,5.0,2.9,12.0,7.3,5,7.7730935185,5.547,7.5595,nan,2.8,Concluiu o 3º EM,4.4,2.5,5.59,2.7,4.0,Ágata,Quartzo,Ametista,Ágata,Quartzo,nan,3.2,nan,nan,nan,nan,nan,5B,5,Ágata,1,1.0,0.0,2.0,1.0,0.0,0.0,1.0
"202200,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,7.7,11.0,10.0,8,7.7730935185,8.057,7.5595,nan,6.7,Pública,8.8,2.5,8.59,6.3,3.0,nan,Topázio,Ametista,nan,Ametista,nan,9.0,nan,nan,nan,nan,nan,2B,8,nan,0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
2021,2005,,1,,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,,,21.0,312.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Masculino,7.1,5.0,6.5,12.0,9.2,,7.7730935185,7.498,7.5595,Sim,6.4,Escola Pública,7.5,5.6,9.208,6.8,4.0,nan,Ametista,Ametista,Ametista,Ametista,nan,6.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,K,7.498,nan,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2021,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,Avaliador-5,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 5 (1° EM),Feminino,7.5,10.0,8.3,12.0,9.8,,8.568238636,8.218,7.968,nan,10.0,Privada - Programa de Apadrinhamento,8.0,6.3,8.8,7.0,4.0,nan,Ametista,Topázio,Topázio,Topázio,Ametista,8.0,nan,nan,,,nan,5C,8.568238636,nan,1,0.0,2.0,3.0,3.0,3.0,2.0,0.0
"202200,00%",,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,8.5,5.0,7.5,9.0,9.8,8,7.7730935185,7.485,7.5595,nan,6.7,Pública,7.5,2.5,9.345,8.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,6.7,nan,nan,nan,nan,nan,ALFA L - G2/G3,8,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2023,,,0,Cursando,Avaliador-12,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 1 (3° e 4° ano),Masculino,9.0,5.0,7.3,9.0,7.9,,7.0,7.306,7.769,nan,6.7,Pública,8.1,7.5,7.3,9.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,5.5,nan,nan,,,nan,ALFA Q - G2/G3,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2021,2012,,0,,Avaliador-13,Avaliador-3,nan,nan,,,87.0,304.0,8.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,7.0,12.0,9.0,,7.7730935185,7.511,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.583,7.3,2.0,nan,Ametista,Ametista,Ametista,Ametista,nan,6.7,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,L,7.511,nan,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2021,2004,,0,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,16.0,745.0,8.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,7.0,Fase 8 (Universitários),Feminino,7.9,5.0,3.3,12.0,4.5,,7.7730935185,5.848,7.5595,Sim,2.3,Escola Pública,7.5,7.5,7.222,2.3,4.0,nan,Ametista,Ametista,Ágata,Quartzo,nan,5.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sem limitações,A,5.848,nan,1,0.0,2.0,2.0,1.0,0.0,0.0,0.0
"202400,00%",,,0,Cursando,Avaliador-3,Avaliador-13,Avaliador-9,nan,nan,nan,67.0,430.5,6.0,-2.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,9.0,12.0,9.2,,8.0,7.306,7.5595,nan,6.7,Pública,7.5,7.5,8.3,10.0,3.0,nan,Ametista,Topázio,nan,nan,nan,8.0,nan,nan,,,nan,ALFA B - G2/G3,8.0,nan,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2022,2003,,0,,Avaliador-6,Avaliador-27,Avaliador-29,Avaliador-31,,,14.0,706.0,8.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,7.0,Fase 8 (Universitários),Masculino,7.9,5.0,3.5,12.0,8.3,,7.7730935185,6.112,7.5595,Sim,6.7,Escola Pública,7.5,5.0,6.333,7.0,4.0,nan,Ametista,Ametista,nan,Ágata,nan,0.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase atual,Requer avaliação,D,6.112,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2022,,,0,Cursando,Avaliador-19,Avaliador-25,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EM Cecilia Cristina de Oliveira Rodrigues,2.0,Fase 2 (5° e 6° ano),Feminino,10.0,10.0,6.0,11.0,9.5,,8.0,8.11,8.014,nan,6.7,Pública,7.5,7.5,7.3,6.0,3.0,nan,Ametista,Topázio,nan,Topázio,Topázio,6.0,nan,nan,,,nan,2U,8.0,nan,1,0.0,2.0,3.0,0.0,3.0,3.0,0.0
"202200,00%",,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 2 (5° e 6° ano),Feminino,8.0,10.0,8.8,11.0,9.8,,9.0,8.34,8.171,nan,6.7,Privada - Programa de Apadrinhamento,9.4,5.6,9.4,8.0,3.0,nan,Ametista,Topázio,nan,Topázio,Topázio,9.5,nan,nan,,,nan,2M,9.0,nan,1,0.0,2.0,3.0,0.0,3.0,3.0,0.0
2022,2014,,0,,Avaliador-11,Avaliador-3,nan,nan,,,101.0,345.0,4.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,10.0,10.0,5.5,12.0,6.6,,7.7730935185,7.426,7.5595,Não,6.7,Escola Pública,7.5,8.1,8.167,5.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,5.7,Promovido de Fase,Mantido na Fase atual,Não avaliado,nan,Não atendido,H,7.426,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
"202200,00%",,,0,,Avaliador-19,Avaliador-4,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,9.0,5.0,8.0,11.0,9.6,8,7.7730935185,7.277,7.5595,nan,6.7,Pública,7.9,7.5,8.116666667,8.0,3.0,nan,Topázio,Ametista,nan,Ametista,nan,8.0,nan,nan,nan,nan,nan,1L,8,nan,1,0.0,3.0,2.0,0.0,2.0,0.0,0.0
2024,,,0,Cursando,Avaliador-22,Avaliador-26,Avaliador-1,Avaliador-5,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Alexandre Rodrigues Nogueira,2.0,Fase 5 (1° EM),Masculino,8.3,5.0,5.7,16.0,9.1,,7.0,7.306,7.5595,nan,6.0,Pública,7.5,5.0,8.5,5.0,4.0,nan,Ametista,Ametista,nan,nan,nan,6.0,nan,nan,,,nan,4B,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,2007,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,137.0,839.0,16.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 5 (1º EM),Feminino,8.8,5.0,2.8,12.0,3.6,,7.7730935185,4.665,7.5595,Não,0.2,Escola Pública,7.5,7.5,3.833,5.7,4.0,nan,Ametista,Ametista,nan,Quartzo,nan,2.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,M,4.665,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"202400,00%",,,0,Cursando,Avaliador-21,Avaliador-23,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 3 (7° e 8° ano),Masculino,8.3,10.0,4.7,14.0,6.4,,7.0,7.306,7.5595,nan,6.0,Pública,7.5,8.8,6.2,5.0,2.0,nan,Ametista,Agata,nan,nan,nan,3.0,nan,nan,,,nan,3N,7.0,nan,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,8.8,10.0,6.1,13.0,9.0,8,7.7730935185,7.306,7.5595,nan,8.0,Pública,7.5,5.0,7.6675,6.0,4.0,nan,Ametista,Ametista,nan,nan,nan,4.2,nan,nan,nan,nan,nan,4N,8,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,,nan,nan,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 7 (3° EM),Feminino,7.5,10.0,6.7,17.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada - Programa de Apadrinhamento,7.5,7.5,7.5875,6.3,3.0,nan,nan,Ametista,nan,nan,nan,6.7,nan,nan,nan,nan,nan,7E,,nan,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022,2012,,0,,Avaliador-7,Avaliador-3,nan,nan,,,40.0,180.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,7.8,12.0,9.3,,7.7730935185,7.866,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.333,7.7,3.0,nan,Ametista,Ametista,nan,Ametista,nan,7.8,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,nan,Não atendido,R,7.866,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
"202200,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 6 (2° EM),Feminino,7.9,5.0,4.5,16.0,7.7,6,7.7730935185,6.712,7.5595,nan,4.5,Pública,7.8,2.5,7.71,4.0,4.0,nan,Agata,Ametista,nan,Ágata,nan,5.0,nan,nan,nan,nan,nan,4M,6,nan,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Pedro Antonio de Almeida,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,5.0,5.0,9.0,8.4,,7.0,7.306,8.592,nan,6.7,Pública,7.5,7.5,7.5,5.0,2.0,nan,Ametista,Ametista,nan,nan,Topázio,5.0,nan,nan,,,nan,ALFA J - G2/G3,7.0,nan,1,0.0,2.0,2.0,0.0,0.0,3.0,0.0
2024,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,Avaliador-5,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Leonice de Aquino Oliveira,2.0,Fase 5 (1° EM),Feminino,7.9,10.0,7.2,15.0,8.8,,8.041889815,7.306,7.5595,nan,10.0,Pública,7.3,7.5,7.9,9.5,4.0,nan,Ametista,Topázio,nan,nan,nan,2.0,nan,nan,,,nan,5C,8.041889815,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"202200,00%",,,0,,Avaliador-32,Avaliador-5,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 6 (2° EM),Masculino,8.8,5.0,5.7,16.0,8.9,7,7.7730935185,6.243,7.5595,nan,7.5,Pública,5.9,6.3,7.8425,5.8,4.0,nan,Ametista,Ametista,nan,Ágata,nan,3.8,nan,nan,nan,nan,nan,5C,7,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2021,,,0,Cursando,Avaliador-18,Avaliador-17,Avaliador-15,Avaliador-2,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Luiz Schunck,2.0,Fase 2 (5° e 6° ano),Masculino,8.5,5.0,6.0,12.0,9.5,,7.0,8.279,6.492,nan,6.7,Pública,7.0,4.4,6.7,7.0,4.0,nan,Ametista,Agata,Ametista,Topázio,Agata,5.0,nan,nan,,,nan,1R,7.0,nan,0,0.0,2.0,1.0,2.0,3.0,1.0,0.0
"202400,00%",,,0,Cursando,Avaliador-3,Avaliador-13,Avaliador-9,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Francisco de Paula Teixeira,2.0,Fase 1 (3° e 4° ano),Feminino,7.5,5.0,8.3,12.0,4.8,,7.0,7.306,7.5595,nan,6.7,Pública,7.2,7.5,7.9,10.0,3.0,nan,Ametista,Agata,nan,nan,nan,6.5,nan,nan,,,nan,ALFA D - G2/G3,7.0,nan,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,Avaliador-16,Avaliador-26,Avaliador-22,Avaliador-10,Avaliador-25,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE João Ortiz Rodrigues,2.0,Fase 3 (7° e 8° ano),Masculino,9.2,10.0,6.7,13.0,7.6,,7.0,7.292,7.432,nan,6.0,Pública,5.9,7.5,5.6,9.0,5.0,Ametista,Ametista,Ametista,Ametista,Ametista,Ametista,5.0,nan,nan,,,nan,3H,7.0,Ametista,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Faculdade (FIAP),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-13,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Masculino,9.5,10.0,9.0,8.0,9.2,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.2,3.8,8.425,8.8,2.0,nan,Topázio,Ametista,nan,nan,nan,9.2,nan,nan,nan,nan,nan,ALFA N - G2/G3,8,nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2022,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,0.0,10.0,7.6,12.0,7.5,7,7.7730935185,6.644,7.5595,nan,6.7,Pública,6.9,7.5,7.12,6.8,3.0,nan,Agata,Ametista,nan,Ágata,nan,8.3,nan,nan,nan,nan,nan,1R,7,nan,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
